call_id,driver_id,driver_client,call_appointtime,driver_pickupaddress,driver_deliveryaddress,driver_enddate
27505069,a13563F,(배차후7분픽업)더리터,2025-09-02 08:57:06,전북특별자치도-완주군-봉동읍,전북특별자치도-완주군-봉동읍,2025-09-02 09:09:49
27505070,a11539C,★주야꼬마김밥(대라리),2025-09-02 08:57:16,부산광역시-기장군-기장읍,부산광역시-기장군-기장읍,2025-09-02 09:03:23
27505079,a00303H,[단계] 맥도날드 원주단계DT점,2025-09-02 08:59:04,강원특별자치도-원주시-단계동,강원특별자치도-원주시-일산동,2025-09-02 09:26:40
27505080,a06110D,스타벅스 대구두류역,2025-09-02 08:59:07,대구광역시-서구-내당동,대구광역시-서구-평리동,2025-09-02 09:37:47
27505083,a07980C,금사동 컴포즈(10분 이내),2025-09-02 09:00:20,부산광역시-금정구-금사동,부산광역시-해운대구-석대동,2025-09-02 09:10:29
27505085,a06110D,맥도날드 평리DT점,2025-09-02 09:00:48,대구광역시-서구-평리동,대구광역시-서구-평리동,2025-09-02 09:43:03
27505087,a52278A,★맥도날드 연세대점★,2025-09-02 09:01:10,서울특별시-서대문구-창천동,서울특별시-서대문구-대현동,2025-09-02 09:23:23
27505092,a06110D,맥도날드 평리DT점,2025-09-02 09:02:03,대구광역시-서구-평리동,대구광역시-서구-평리동,2025-09-02 09:33:42
27505105,a61824B,☆테스트상점,2025-09-02 09:03:47,경기도-양주시-백석읍,경기도-양주시-백석읍,2025-09-02 09:05:48
27505106,a20085E,(대흥)맥도날드 대전센트럴SK DT점( 픽업3건.방향 맞으면  강제배차o),2025-09-02 09:03:58,대전광역시-중구-대흥동,대전광역시-중구-선화동,2025-09-02 09:13:13
27505109,a14794D,도남) 카페봄봄,2025-09-02 09:04:47,대구광역시-북구-국우동,대구광역시-북구-국우동,2025-09-02 09:12:13
27505110,a55846A,구산-스타벅스,2025-09-02 09:04:56,서울특별시-은평구-대조동,서울특별시-은평구-갈현동,2025-09-02 09:12:04
27505121,a52278A,★이대★짜글이미식회 신촌점,2025-09-02 09:06:46,서울특별시-서대문구-대현동,서울특별시-서대문구-북아현동,2025-09-02 09:33:47
27505122,a00303H,[명륜] 바른푸드(잡5분),2025-09-02 09:06:53,강원특별자치도-원주시-명륜동,강원특별자치도-원주시-단계동,2025-09-02 09:19:05
27505124,a11870C,★장충동왕족발(교리),2025-09-02 09:06:57,부산광역시-기장군-기장읍,부산광역시-기장군-일광읍,2025-09-02 09:17:20
27505135,a13340E,❌오정❌북경반점-2층(5분),2025-09-02 09:09:14,대전광역시-대덕구-오정동,대전광역시-중구-중촌동,2025-09-02 09:24:18
27505157,a15357D,★육수당구미선산점,2025-09-02 09:12:33,경상북도-구미시-선산읍,경상북도-구미시-고아읍,2025-09-02 09:19:33
27505158,a35072A,★신수★서브웨이/즉,2025-09-02 09:13:12,서울특별시-마포구-노고산동,서울특별시-마포구-신수동,2025-09-02 09:25:14
27505174,a12910E,즉시)청기와 (동문),2025-09-02 09:15:13,충청남도-서산시-동문동,충청남도-서산시-인지면,2025-09-02 09:34:22
27505181,a07980C,서동 바스타(10분 이내),2025-09-02 09:17:08,부산광역시-금정구-서동,부산광역시-금정구-금사동,2025-09-02 09:26:39
27505207,a13278D,스타벅스 대구두류역,2025-09-02 09:21:12,대구광역시-서구-내당동,대구광역시-서구-평리동,2025-09-02 09:40:16
27505209,a13278D,맥도날드 평리DT점,2025-09-02 09:21:14,대구광역시-서구-평리동,대구광역시-서구-비산동,2025-09-02 09:43:40
27505211,a14794D,몬스터커피)도남,2025-09-02 09:21:15,대구광역시-북구-국우동,대구광역시-북구-동호동,2025-09-02 09:30:54
27505216,a00303H,[단계봉화] 본죽&비빔밥,2025-09-02 09:22:19,강원특별자치도-원주시-단계동,강원특별자치도-원주시-단계동,2025-09-02 09:41:01
27505222,a03145G,옥동 맥도날드(코스배차),2025-09-02 09:23:47,울산광역시-남구-신정동,울산광역시-남구-신정동,2025-09-02 09:33:07
27505232,a05082F,교반 월계동,2025-09-02 09:25:19,광주광역시-광산구-월계동,광주광역시-북구-오룡동,2025-09-02 09:34:59
27505242,a71578B,(능곡)하삼동커피-즉시픽업-,2025-09-02 09:27:40,경기도-시흥시-능곡동,경기도-시흥시-군자동,2025-09-02 09:36:58
27505244,a40000A,★스타벅스 신촌오거리점★,2025-09-02 09:27:49,서울특별시-마포구-노고산동,서울특별시-서대문구-창천동,2025-09-02 09:46:56
27505256,a52278A,★맥도날드 연세대점★,2025-09-02 09:30:00,서울특별시-서대문구-창천동,서울특별시-마포구-노고산동,2025-09-02 09:52:41
27505263,a40000A,★신촌★본도시락/10만&박스과적,2025-09-02 09:30:55,서울특별시-서대문구-창천동,서울특별시-서대문구-창천동,2025-09-02 09:31:11
27505264,a40000A,★신촌★본도시락/10만&박스과적,2025-09-02 09:30:58,서울특별시-서대문구-창천동,서울특별시-서대문구-창천동,2025-09-02 09:31:13
27505267,a00303H,[단계] 빽다방(지연무시5분),2025-09-02 09:31:11,강원특별자치도-원주시-단계동,강원특별자치도-원주시-단계동,2025-09-02 09:34:59
27505274,a07980C,서동 컴포즈커피,2025-09-02 09:33:24,부산광역시-금정구-서동,부산광역시-금정구-서동,2025-09-02 09:39:21
27505275,a14688D,휴포레상가)본도시락,2025-09-02 09:33:37,대구광역시-북구-태전동,대구광역시-북구-동천동,2025-09-02 09:43:43
27505278,a01015I,매머드익스프레스,2025-09-02 09:33:43,제주특별자치도-서귀포시-서귀동,제주특별자치도-서귀포시-서귀동,2025-09-02 09:41:26
27505280,a14794D,3지구써브웨이(롯데시네마),2025-09-02 09:34:15,대구광역시-북구-구암동,대구광역시-북구-국우동,2025-09-02 09:44:47
27505283,a53545A,스타벅스 신풍역,2025-09-02 09:34:45,서울특별시-영등포구-신길동,서울특별시-영등포구-신길동,2025-09-02 09:45:02
27505284,a03145G,옥동문수로 텐퍼센트,2025-09-02 09:34:57,울산광역시-남구-신정동,울산광역시-남구-옥동,2025-09-02 09:41:05
27505292,a00303H,[단계] 맥도날드 원주단계DT점,2025-09-02 09:35:36,강원특별자치도-원주시-단계동,강원특별자치도-원주시-일산동,2025-09-02 09:53:17
27505297,a05082F,차감 이디야커피 광주첨단지식산업센터점,2025-09-02 09:36:13,광주광역시-북구-오룡동,광주광역시-북구-오룡동,2025-09-02 09:45:22
27505303,a11644G,(어반1층)그날의빵 s2 라인 1층,2025-09-02 09:37:02,경상남도-창원시 의창구-중동,경상남도-창원시 의창구-팔용동,2025-09-02 09:58:28
27505315,a07980C,명장동 댄싱컵 동일스위트점(빠름),2025-09-02 09:39:45,부산광역시-동래구-명장동,부산광역시-동래구-명장동,2025-09-02 09:49:24
27505318,a11539C,★집밥정식(동부리)P차감,2025-09-02 09:40:38,부산광역시-기장군-기장읍,부산광역시-기장군-기장읍,2025-09-02 09:48:34
27505319,a11644G,스타벅스 창원역DT,2025-09-02 09:40:43,경상남도-창원시 의창구-팔용동,경상남도-창원시 의창구-팔용동,2025-09-02 09:59:34
27505325,a57074B,(고양)김가네(즉시),2025-09-02 09:41:17,경기도-고양시 덕양구-고양동,경기도-양주시-장흥면,2025-09-02 09:58:23
27505329,a47528B,●(동명)롯데리아 ※건물안 쪽문출입※,2025-09-02 09:41:44,경기도-안산시 단원구-선부동,경기도-안산시 단원구-와동,2025-09-02 09:53:15
27505330,a47528B,●(동명)김밥천국(군자빌딩1층)※택시정류장 방향※,2025-09-02 09:41:51,경기도-안산시 단원구-선부동,경기도-안산시 단원구-선부동,2025-09-02 09:58:06
27505331,a40000A,★스타벅스 신촌오거리점★,2025-09-02 09:41:59,서울특별시-마포구-노고산동,서울특별시-서대문구-창천동,2025-09-02 09:46:52
27505332,a40000A,★스타벅스 신촌오거리점★,2025-09-02 09:42:05,서울특별시-마포구-노고산동,서울특별시-서대문구-창천동,2025-09-02 09:46:54
27505337,a40000A,★신촌★본도시락/10만&박스과적,2025-09-02 09:42:11,서울특별시-서대문구-창천동,서울특별시-서대문구-대현동,2025-09-02 09:54:29
27505345,a22253E,통정) 메가커피(5분),2025-09-02 09:43:08,충청남도-천안시 동남구-신방동,충청남도-천안시 동남구-청당동,2025-09-02 09:51:29
27505352,a13278D,맥도날드 두류DT점,2025-09-02 09:43:58,대구광역시-달서구-두류동,대구광역시-달서구-두류동,2025-09-02 09:57:35
27505364,a03145G,공업탑 한솥(포장빠름),2025-09-02 09:45:35,울산광역시-남구-신정동,울산광역시-남구-신정동,2025-09-02 09:52:57
27505367,a13278D,■스타벅스 대구광장점,2025-09-02 09:46:02,대구광역시-달서구-두류동,대구광역시-서구-평리동,2025-09-02 10:14:28
27505368,a13278D,맥도날드 평리DT점,2025-09-02 09:46:06,대구광역시-서구-평리동,대구광역시-서구-평리동,2025-09-02 10:20:01
27505369,a54059A,상암)♥샐러디,2025-09-02 09:46:11,서울특별시-마포구-상암동,서울특별시-은평구-신사동,2025-09-02 10:04:05
27505393,a17347D,스타벅스 대구228중앙공원,2025-09-02 09:51:32,대구광역시-중구-동성로2가,대구광역시-중구-삼덕동1가,2025-09-02 10:01:46
27505412,a20445E,정림)행복김밥(즉시),2025-09-02 09:55:03,대전광역시-서구-정림동,대전광역시-서구-정림동,2025-09-02 10:07:29
27505427,a14147D,(동천)플랜,2025-09-02 09:57:41,대구광역시-북구-동천동,대구광역시-북구-구암동,2025-09-02 10:08:37
27505433,a61824B,법원)롯데리아(즉시),2025-09-02 09:58:33,경기도-파주시-법원읍,경기도-파주시-법원읍,2025-09-02 10:04:01
27505435,a32008A,자양)스타벅스 자양사거리,2025-09-02 09:59:01,서울특별시-광진구-자양동,서울특별시-광진구-자양동,2025-09-02 10:21:56
27505439,a05082F,김가네 첨단점(배차후5분),2025-09-02 09:59:22,광주광역시-광산구-월계동,광주광역시-광산구-월계동,2025-09-02 10:11:52
27505441,a11539C,★집밥정식(동부리)P차감,2025-09-02 09:59:34,부산광역시-기장군-기장읍,부산광역시-기장군-일광읍,2025-09-02 10:09:22
27505442,a17690E,통합)뚜레쥬르논산하나로장군마트(5분픽업 음식나와있음),2025-09-02 09:59:43,충청남도-논산시-취암동,충청남도-논산시-내동,2025-09-02 10:05:39
27505448,a00303H,[단계] 맥도날드 원주단계DT점,2025-09-02 10:01:14,강원특별자치도-원주시-단계동,강원특별자치도-원주시-일산동,2025-09-02 10:12:30
27505450,a13320E,⭐️중리⭐️메가커피[5분],2025-09-02 10:01:28,대전광역시-대덕구-중리동,대전광역시-대덕구-비래동,2025-09-02 10:16:20
27505456,a53330B,행복한주방(정시),2025-09-02 10:02:35,경기도-의정부시-가능동,경기도-의정부시-의정부동,2025-09-02 10:26:04
27505459,a72851B,고잔1)벚꽃스시(고729-9)(쿠폰회수필수/친절인사필수)♬勝,2025-09-02 10:03:07,경기도-안산시 단원구-고잔동,경기도-안산시 상록구-사동,2025-09-02 10:04:25
27505461,a72851B,고잔1)덮밥90도씨(고758-4)♬勝)(즉시매장/마이너스픽업/완료절대금지,2025-09-02 10:03:09,경기도-안산시 단원구-고잔동,경기도-안산시 상록구-부곡동,2025-09-02 10:29:37
27505463,a00303H,(원동)세븐일레븐 원주감영점,2025-09-02 10:03:24,강원특별자치도-원주시-원동,강원특별자치도-원주시-단계동,2025-09-02 10:25:41
27505468,a00303H,[단계] 맥도날드 원주단계DT점,2025-09-02 10:03:47,강원특별자치도-원주시-단계동,강원특별자치도-원주시-봉산동,2025-09-02 10:18:07
27505474,a32008A,구의)맥도날드 구의역점,2025-09-02 10:04:14,서울특별시-광진구-자양제2동,서울특별시-광진구-자양동,2025-09-02 10:17:05
27505475,a32008A,구의)맥도날드 구의역점,2025-09-02 10:04:16,서울특별시-광진구-자양제2동,서울특별시-광진구-자양동,2025-09-02 10:30:09
27505477,a32008A,구의)맥도날드 구의역점,2025-09-02 10:04:21,서울특별시-광진구-자양제2동,서울특별시-광진구-구의동,2025-09-02 10:42:14
27505479,a72851B,고잔1)벚꽃스시(고729-9)(쿠폰회수필수/친절인사필수)♬勝,2025-09-02 10:04:26,경기도-안산시 단원구-고잔동,경기도-안산시 상록구-부곡동,2025-09-02 10:35:53
27505480,a03145G,스타벅스 울산신정DT,2025-09-02 10:04:27,울산광역시-남구-신정동,울산광역시-남구-옥동,2025-09-02 10:27:26
27505482,a63068B,1[호평동](즉시)공차-호평점-,2025-09-02 10:04:57,경기도-남양주시-호평동,경기도-남양주시-평내동,2025-09-02 10:14:20
27505490,a40000A,★스타벅스 광흥창역점★,2025-09-02 10:06:06,서울특별시-마포구-창전동,서울특별시-마포구-구수동,2025-09-02 10:13:45
27505491,a15415E,(5분)본죽&비빔밥 중앙로1가,2025-09-02 10:06:11,충청북도-제천시-중앙로1가,충청북도-제천시-강제동,2025-09-02 10:19:59
27505493,a54059A,D/상암)♥하루엔소쿠,2025-09-02 10:06:35,서울특별시-마포구-상암동,서울특별시-서대문구-북가좌동,2025-09-02 10:32:17
27505498,a01015I,휘베이글,2025-09-02 10:07:03,제주특별자치도-서귀포시-서귀동,제주특별자치도-서귀포시-동홍동,2025-09-02 10:19:24
27505499,a11539C,★짱이분식(구도시),2025-09-02 10:07:15,부산광역시-기장군-일광읍,부산광역시-기장군-일광읍,2025-09-02 10:15:14
27505505,a47528B,●(동명)뚜레쥬르(산호상가)※즉시/인도주차금지,2025-09-02 10:08:20,경기도-안산시 단원구-선부동,경기도-안산시 단원구-선부동,2025-09-02 10:21:50
27505515,a66209B,[갈산1]쏘자토스트(B동 1층),2025-09-02 10:09:13,인천광역시-부평구-갈산동,인천광역시-부평구-삼산동,2025-09-02 10:23:16
27505516,a18254A,버거킹 공덕역점,2025-09-02 10:09:15,서울특별시-마포구-공덕동,서울특별시-용산구-원효로4가,2025-09-02 10:29:05
27505518,a18254A,스타벅스 마포이마트점,2025-09-02 10:09:19,서울특별시-마포구-신공덕동,서울특별시-용산구-산천동,2025-09-02 10:24:48
27505522,a47528B,●(동명)롯데리아 ※건물안 쪽문출입※,2025-09-02 10:09:32,경기도-안산시 단원구-선부동,경기도-안산시 단원구-선부동,2025-09-02 10:11:25
27505530,a13340E,[용전]스타벅스 대전용전DT(배차후10분),2025-09-02 10:10:04,대전광역시-동구-용전동,대전광역시-동구-성남동,2025-09-02 10:21:20
27505537,a73390A,올리브영MFC구로#주차구역에주차#90분내 완료안될꺼같은콜 자동취소,2025-09-02 10:10:28,서울특별시-구로구-신도림동,서울특별시-영등포구-신길동,2025-09-02 11:38:34
27505549,a16307A,올리브영 MFC도봉점,2025-09-02 10:10:40,서울특별시-도봉구-창동,서울특별시-강북구-수유동,2025-09-02 11:02:18
27505550,a13563F,(코아루)엠씨푸드,2025-09-02 10:10:44,전북특별자치도-완주군-봉동읍,전북특별자치도-완주군-봉동읍,2025-09-02 10:38:52
27505551,a16307A,올리브영 MFC도봉점,2025-09-02 10:10:45,서울특별시-도봉구-창동,서울특별시-강북구-수유동,2025-09-02 11:01:11
27505552,a04187H,이삭토스트/즉시5분/1순위,2025-09-02 10:10:48,강원특별자치도-원주시-지정면,강원특별자치도-원주시-지정면,2025-09-02 10:15:17
27505555,a39705A,올리브영 MFC도봉점,2025-09-02 10:10:58,서울특별시-도봉구-창동,서울특별시-도봉구-방학동,2025-09-02 11:29:07
27505559,a73390A,올리브영MFC구로#주차구역에주차#90분내 완료안될꺼같은콜 자동취소,2025-09-02 10:11:03,서울특별시-구로구-신도림동,서울특별시-영등포구-신길동,2025-09-02 11:27:58
27505569,a14641C,올리브영 MFC해운대점,2025-09-02 10:11:13,부산광역시-해운대구-재송동,부산광역시-해운대구-재송동,2025-09-02 10:30:28
27505576,a73390A,올리브영MFC구로#주차구역에주차#90분내 완료안될꺼같은콜 자동취소,2025-09-02 10:11:20,서울특별시-구로구-신도림동,서울특별시-영등포구-신길동,2025-09-02 11:15:42
27505591,a03145G,스타벅스 울산신정DT,2025-09-02 10:11:31,울산광역시-남구-신정동,울산광역시-남구-신정동,2025-09-02 10:18:57
27505601,a01015I,휘베이글,2025-09-02 10:11:35,제주특별자치도-서귀포시-서귀동,제주특별자치도-서귀포시-서홍동,2025-09-02 10:11:54
27505606,a73390A,올리브영MFC구로#주차구역에주차#90분내 완료안될꺼같은콜 자동취소,2025-09-02 10:11:38,서울특별시-구로구-신도림동,서울특별시-영등포구-신길동,2025-09-02 11:34:27
27505607,a16307A,올리브영 MFC도봉점,2025-09-02 10:11:38,서울특별시-도봉구-창동,서울특별시-강북구-수유동,2025-09-02 11:19:37
27505612,a73390A,올리브영MFC구로#주차구역에주차#90분내 완료안될꺼같은콜 자동취소,2025-09-02 10:11:41,서울특별시-구로구-신도림동,서울특별시-영등포구-신길동,2025-09-02 11:19:51
27505615,a55862A,길동★올리브영MFC(90분이네완료필수),2025-09-02 10:11:42,서울특별시-강동구-길동,서울특별시-강동구-고덕동,2025-09-02 10:16:15
27505618,a73390A,올리브영MFC구로#주차구역에주차#90분내 완료안될꺼같은콜 자동취소,2025-09-02 10:11:43,서울특별시-구로구-신도림동,서울특별시-영등포구-신길동,2025-09-02 11:12:59
27505622,a55862A,길동★올리브영MFC(90분이네완료필수),2025-09-02 10:11:45,서울특별시-강동구-길동,서울특별시-강동구-암사동,2025-09-02 11:00:42
27505624,a55862A,길동★올리브영MFC(90분이네완료필수),2025-09-02 10:11:46,서울특별시-강동구-길동,서울특별시-강동구-암사동,2025-09-02 11:20:31
27505627,a55862A,길동★올리브영MFC(90분이네완료필수),2025-09-02 10:11:48,서울특별시-강동구-길동,서울특별시-강동구-고덕동,2025-09-02 10:16:11
27505631,a73390A,올리브영MFC구로#주차구역에주차#90분내 완료안될꺼같은콜 자동취소,2025-09-02 10:11:49,서울특별시-구로구-신도림동,서울특별시-영등포구-신길동,2025-09-02 11:24:28
27505636,a16307A,올리브영 MFC도봉점,2025-09-02 10:11:53,서울특별시-도봉구-창동,서울특별시-강북구-수유동,2025-09-02 10:36:48
27505641,a14641C,올리브영 MFC해운대점,2025-09-02 10:11:55,부산광역시-해운대구-재송동,부산광역시-해운대구-재송2동,2025-09-02 10:12:13
27505645,a14641C,올리브영 MFC해운대점,2025-09-02 10:11:58,부산광역시-해운대구-재송동,부산광역시-해운대구-재송동,2025-09-02 11:13:03
27505647,a16307A,올리브영 MFC도봉점,2025-09-02 10:11:59,서울특별시-도봉구-창동,서울특별시-강북구-수유동,2025-09-02 11:15:17
27505648,a73390A,올리브영MFC구로#주차구역에주차#90분내 완료안될꺼같은콜 자동취소,2025-09-02 10:11:59,서울특별시-구로구-신도림동,서울특별시-영등포구-신길동,2025-09-02 11:31:06
27505653,a14641C,올리브영 MFC해운대점,2025-09-02 10:12:02,부산광역시-해운대구-재송동,부산광역시-해운대구-재송동,2025-09-02 10:34:38
27505655,a14641C,올리브영 MFC해운대점,2025-09-02 10:12:05,부산광역시-해운대구-재송동,부산광역시-해운대구-재송동,2025-09-02 10:28:56
27505656,a16307A,올리브영 MFC도봉점,2025-09-02 10:12:05,서울특별시-도봉구-창동,서울특별시-강북구-수유동,2025-09-02 11:37:28
27505660,a74726B,버거킹 의정부민락점 -버거가방필수픽업-,2025-09-02 10:12:11,경기도-의정부시-민락동,경기도-의정부시-산곡동,2025-09-02 11:00:29
27505661,a16307A,올리브영 MFC도봉점,2025-09-02 10:12:12,서울특별시-도봉구-창동,서울특별시-강북구-번동,2025-09-02 10:12:16
27505663,a61054B,[반월]롯데리아 반월점(10),2025-09-02 10:12:14,경기도-화성시-반월동,경기도-수원시 영통구-망포동,2025-09-02 10:39:24
27505664,a55862A,길동★올리브영MFC(90분이네완료필수),2025-09-02 10:12:14,서울특별시-강동구-길동,서울특별시-강동구-암사동,2025-09-02 11:10:45
27505668,a47528B,●(선3)밥도둑반찬한식뷔페(1097-14)즉시,2025-09-02 10:12:19,경기도-안산시 단원구-선부동,경기도-안산시 단원구-선부동,2025-09-02 10:29:27
